央视秒开,#genre#
东南卫视,http://117.136.156.43/PLTV/88888888/224/3221225697/index.m3u8$阿里移动


海南卫视,http://117.136.156.37/PLTV/88888888/224/3221225548/index.m3u8$阿里移动
海南卫视,http://39.134.168.82/PLTV/1/224/3221225620/index.m3u8$内蒙移动
海南卫视,http://ivi.bupt.edu.cn/hls/lyhd.m3u8$教育网
海南卫视,http://183.207.255.188/live/program/live/lyws/1300000/mnf.m3u8$上海多线
海南卫视,http://183.207.249.7/PLTV/2/224/3221226071/index.m3u8$江苏移动
海南卫视,http://117.169.120.143:8080/live/lvyoustv/.m3u8$江西移动


海峡卫视,http://gslb.dianshihome.com/gslb/live?stream_id=fjtv_fujianhx$快看电视1
海峡卫视,http://live-bdxcx.mtq.tvmmedia.cn/baidu/live_HaiXiaTV.m3u8$百度云
海峡卫视,http://play.tzjo.com/diao/fj/fj.php?id=hxws$快看电视2

三沙卫视,http://live3.setvn.com:9098/live/ssws_1200.m3u8$官网
三沙卫视,http://ivi.bupt.edu.cn/hls/sstv.m3u8$教育网
三沙卫视,http://play.tzjo.com/diao/hi/hainan.php?pd=ssws&id=7$快看电视


青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$哈尔回看
青海卫视,http://play.tzjo.com/diao/qh/qinghai.php?id=3$快看电视
青海卫视,http://183.207.255.188/live/program/live/qhws/1300000/mnf.m3u8$上海多线
青海卫视,http://117.169.120.140:8080/live/qinghaistv/.m3u8$江西移动



兵团卫视,http://v.btzx.com.cn:1935/live/weishi.stream/playlist.m3u8$兵团在线
兵团卫视,http://39.134.168.66/PLTV/1/224/3221225634/index.m3u8$内蒙移动
兵团卫视,http://117.136.156.39/PLTV/88888888/224/3221225633/index.m3u8$阿里移动
兵团卫视,http://183.207.255.188/live/program/live/btws/1300000/mnf.m3u8$上海多线



南方卫视,http://play.tzjo.com/diao/gd/guangdong.php?id=51$快看电视
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225900/index.m3u8$江西移动
南方卫视,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8$江西移动1
南方卫视,http://player.200877926.top/1786/0/migum3u8.php?id=608917627$咪咕代理
南方卫视（省内）,http://live-bdxcx.mtq.tvmmedia.cn/baidu/live_TVSCity.m3u8$百度云
南方卫视（省内）,http://221.179.217.9/PLTV/88888888/224/3221226540/1.m3u8$北京代理


陕西卫视,http://stream.snrtv.com/sxbc-star-dnoCVZ.m3u8$SNRTV
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8$哈尔回看
陕西卫视,http://play.tzjo.com/diao/atv/weishi.php?id=178&ip=0$快看电视
陕西卫视,http://183.207.255.188/live/program/live/sxws/1300000/mnf.m3u8$上海多线


农林卫视,http://stream.snrtv.com/sxbc-nl-dgvRS4.m3u8$SNRTV
农林卫视,http://play.tzjo.com/diao/sn/shanxi.php?id=7$快看电视


延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8$延边App
延边卫视,http://ivi.bupt.edu.cn/hls/ybtv.m3u8$教育网
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226220/1.m3u8$IPTV
延边卫视,http://live.ybtvyun.com/video/s10016-6f0dfd97912f/index.m3u8$官网备用
延边卫视,http://111.20.45.160:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226220/1.m3u8?icpid=88888888&from=1&ocs=2_111.20.45.160_80&hms_devid=603&vqe=3$移动云



吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225637/index.m3u8$哈尔回看
吉林卫视,http://play.tzjo.com/diao/atv/weishi.php?id=182&ip=0$快看电视
吉林卫视,http://183.207.255.188/live/program/live/jlws/1300000/mnf.m3u8$上海多线
吉林卫视,http://39.134.168.75/PLTV/1/224/3221225586/index.m3u8$内蒙移动
吉林卫视,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221225883/index.m3u8$江苏移动



黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225658/index.m3u8$哈尔回看
黑龙江卫视,http://cbnlive.cbchot.com/live/yt_heilongjiangweishi_h_1.m3u8$中国广电
黑龙江卫视,http://play.tzjo.com/diao/atv/weishi.php?id=170&ip=0$快看电视
黑龙江卫视,http://183.207.255.188/live/program/live/hljwshd/4000000/mnf.m3u8$上海多线
黑龙江卫视,http://39.134.168.88/PLTV/1/224/3221225536/index.m3u8$内蒙移动



内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8$哈尔回看
内蒙古卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/neimenggustv/index.m3u8?IAS$成都移动
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8$本地云
内蒙古卫视,http://183.207.255.188/live/program/live/nmgws/1300000/mnf.m3u8$上海多线
内蒙古卫视,http://39.134.168.88/PLTV/1/224/3221225626/index.m3u8$内蒙移动



西藏卫视,http://117.169.120.140:8080/live/xizangstv/.m3u8$江西移动
西藏卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/xizangstv/index.m3u8?IAS$成都移动
西藏卫视,http://media.vtibet.com/masvod/HLSLive/9/hanyuTV_q1.m3u8$官网
西藏卫视,http://play.tzjo.com/diao/atv/iptv.php?id=xzws$快看电视
西藏卫视,http://39.134.168.76/PLTV/1/224/3221225648/index.m3u8$内蒙移动


康巴卫视,http://play.tzjo.com/diao/atv/iptv.php?id=kbws$快看电视
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8$哈尔移动
康巴卫视,http://117.136.156.42/PLTV/88888888/224/3221225546/index.m3u8$阿里移动


凤凰中文,http://live.centerch.com/fhzw.m3u8$CENT
凤凰资讯,http://live.centerch.com/fhzx.m3u8$CENT


澳门莲花,http://live-hls.macaulotustv.com/lotustv/5562e9e4d409d24c9600075c.m3u8$云直播
澳门莲花,https://www.nettvplus.live/hls/lotustv.php$代理⁰¹²³⁴⁵⁶⁷⁸⁹

金鹰纪实,http://play.tzjo.com/diao/atv/kds.php?id=hnjyjs&mod=hntv$快看电视
金鹰纪实,http://ivi.bupt.edu.cn/hls/gedocu.m3u8$教育网
金鹰纪实,http://cbnlive.cbchot.com/live/yt_jinying_h_1.m3u8$中国广电


第一财经,https://w1live.livecdn.yicai.com/live/cbn.m3u8$壹财之路
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8$上海多线
第一财经,http://cbnlive.cbchot.com/live/shanghaicaijing_l_1.m3u8$中国广电


晴彩少儿,#genre#
信阳综合,http://hoge.play14.cloud.henancatv.com/xyxw/sd/live.m3u8$HOGE
8
信阳平桥,http://hnpjj.chinashadt.com:1935/live/pq.stream/playlist.m3u8$HNP1
信阳平桥,http://hnpjj.chinashadt.com:1935/live/stream:pq.stream/playlist.m3u8$HNP2
信阳平桥,http://39.134.230.196:9090/39.134.213.85/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226073/1.m3u8$河南移动
信阳浉河,http://39.134.230.196:9090/39.134.213.85/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226072/1.m3u8$河南移动
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8$大象网
央视少儿,http://cctvtxyh5ca.liveplay.myqcloud.com/live/cctvchild_2/index.m3u8$网宿云

卡酷少儿,http://39.134.168.94/PLTV/1/224/3221225642/index.m3u8$河南移动
卡酷少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8$教育网

哈哈炫动,http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221226388/index.m3u8$中国移动
哈哈炫动,http://101.71.255.229:6610/zjhs/2/10051/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江网

金鹰卡通,http://play.tzjo.com/diao/hn/mgtv.php?id=287$快看电视
金鹰卡通,http://101.71.255.229:6610/zjhs/2/10030/index.m3u8?virtualDomain=zjhs.live_hls.zte.com$浙江网

优漫卡通,http://183.207.248.71/cntv/live1/n-youmankaton/n-youmankaton
优漫卡通,http://117.169.120.145:8080/live/youmankaton/.m3u8$8080

嘉佳卡通,http://223.110.241.213:6610/gitv/live1/G_JIAJIA/G_JIAJIA/$223A
嘉佳卡通,http://39.134.168.76/PLTV/1/224/3221225644/index.m3u8$移动云

广东少儿,http://live-bdxcx.mtq.tvmmedia.cn/baidu/live_TVSChild.m3u8
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225625/chunklist.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
甘肃少儿,http://stream.gstv.com.cn/sepd/sd/live.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
浙江少儿,http://yd-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
云南少儿,http://edge1.yntv.cn/channels/yntv/ynse/m3u8:sd
深圳少儿,https://sztv-live.cutv.com/1SIQj6s/500/67r15I0.m3u8?sign=51fd9c90750488215d36279b70ac4db9&t=c69aa520


爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
动漫秀场,http://39.134.39.28/PLTV/88888888/224/3221226197/index.m3u8
小猪佩奇,http://121.12.115.14/tx.hls.huya.com/src/1199558257305-1199558257305-5421888206763196416-2399116638066-10057-A-0-1_2000.m3u8$虎牙
小猪佩奇,http://play.tzjo.com/diao/atv/iqiyi.php?id=380221622
英文儿歌,http://gslb.dianshihome.com/gslb/live?stream_id=iqiyilb_yingwenerge
铠甲勇士,http://play.tzjo.com/diao/atv/iqiyi.php?id=380183522
宝宝巴士,http://gslb.dianshihome.com/gslb/live?stream_id=iqiyilb_baobaobashi
兔小贝儿歌,http://play.tzjo.com/diao/atv/iqiyi.php?id=380718022
童年经典,http://play.tzjo.com/diao/atv/iqiyi.php?id=380183622
黑莓动画,http://play.tzjo.com/diao/atv/iptv.php?id=blackberry
蜡笔小新,http://play.tzjo.com/diao/atv/kds.php?id=qiyilbxx&mod=qiyi2
名侦探柯南,http://play.tzjo.com/diao/atv/kds.php?id=qiyimztkn&mod=qiyi2
三毛流浪记,http://play.tzjo.com/diao/atv/cibn.php?id=60
奥特曼,http://play.tzjo.com/diao/atv/kds.php?id=qiyiatm&mod=qiyi2
贝瓦儿歌,http://play.tzjo.com/diao/atv/kds.php?id=qiyibweg&mod=qiyi2
猫和老鼠,http://play.tzjo.com/diao/atv/kds.php?id=qiyimhls&mod=qiyi2
喜羊羊与灰太狼,http://play.tzjo.com/diao/atv/kds.php?id=qiyixyy&mod=qiyi2
倒霉熊,http://play.tzjo.com/diao/atv/kds.php?id=qiyidmx&mod=qiyi2
优优宝贝,http://125.210.152.18:9090/live/YYBB.m3u8
巧虎剧场,http://play.tzjo.com/diao/atv/iqiyi.php?id=380222922
动漫秀场,http://play.tzjo.com/diao/atv/kds.php?id=qiyibllxmx&mod=qiyi2
快乐儿歌,http://20f1c95954.qicp.vip/migu.php?id=661194001
益智学堂,http://20f1c95954.qicp.vip/migu.php?id=661194088
梦幻童话,http://20f1c95954.qicp.vip/migu.php?id=661194200
英语启蒙,http://20f1c95954.qicp.vip/migu.php?id=661194207
淘BABY,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8$北京IPTV

综艺影视,#genre#
快乐垂钓,http://player.200877926.top/1786/hunan/mgtvm3u8.php?id=klcd
快乐垂钓,http://play.tzjo.com/diao/hn/mgtv.php?id=218$快看电视
快乐垂钓,http://play.tzjo.com/diao/atv/kds.php?id=hnklcd&mod=hntv$快看电视1

四海钓鱼,http://125.210.152.18:9090/live/SHDY.m3u8$杭州联通
四海钓鱼,http://39.134.176.148/PLTV/88888888/224/3221226533/index.m3u8$杭州移动
UTV钓鱼,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cn:8080/ysten-business/live/SD-1500k-576P-xijutiandi/index.m3u8?
北京影视,http://play.tzjo.com/diao/bj/bj.php?id=btv4$快看电视
东方影视,http://play.tzjo.com/diao/atv/mg.php?id=617290047$快看电视
广东综艺,http://111.161.121.214/nclive.grtn.cn/4K/sd/live.m3u8$移动云
广东综艺,http://dslive.grtn.cn/4K/sd/live.m3u8$广东4K
广东综艺,http://play.tzjo.com/diao/gd/guangdong.php?id=16$快看电视
广东影视,http://play.tzjo.com/diao/gd/guangdong.php?id=53$快看电视
广东影视,https://www.nettv.live/hls/gdtv.php?id=tvs4$全球网
广东影视,http://dslive.grtn.cn/tvs4/sd/live.m3u8$官网

南国都市,http://play.tzjo.com/diao/gd/guangzhou.php?id=shenghuo$快点TV
南国都市,http://play.tzjo.com/diao/atv/kds.php?id=gdgzsh&mod=gdgztv$快看代理
湖南电视剧,http://play.tzjo.com/diao/atv/kds.php?id=hndsj&mod=hntv

湖南电影,http://hsx.3322.org/ddll01/yfy.php?id=43029$Jdan☞代理
湖南电影,http://4309-bsy.kltvstream.clouddianshi.com/otv/skcc/live/channel43029/index.m3u8?k=d61135bba868443cf4078073004ccbcc&t=603DF9EC&UID=27B113803E0973EC1982BCF1289FFB23

天鹅影视,https://ae01.alicdn.com/kf/U56ba0f6b694c4aa89402ad951f06c1e1H.gif
辽宁影视,http://hdtv.haust.edu.cn/hls/hls97.m3u8
晴彩影视,http://play.tzjo.com/diao/atv/mg.php?id=639528330
峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
武城影视,http://jsylivealone302.iqilu.com/live/wucheng_tv02/index.m3u8
经典轮播,http://121.12.115.14/tx.hls.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1.m3u8$虎牙

咪咕公演,http://play.tzjo.com/diao/atv/mg.php?id=617432328$快看电视
CBA篮球,http://play.tzjo.com/diao/atv/youku.php?id=8034552$快看电视
糖豆广场,http://gslb.dianshihome.com/gslb/live?stream_id=iqiyilb_guangchangwudaquan
糖豆广场,http://play.tzjo.com/diao/atv/iqiyi.php?id=380186322$快看电视


